title,std_title,category,n
急招华泰证券顾问!早九晚五+双休+五险一金,华泰证券顾问!早九晚五+双休+,财富管理与投资顾问,1
急招--java开发工程师,急招,财务会计核算,1
急招---财务顾问/实施顾问,急招,产品与需求管理,1
律师,律师,合规审计与法务,1
弱电售后工程师,弱电售后工程师,软件研发与测试运维,1
开源软件技术专家（含微服务方向）(J15758),开源软件技术专家,其他运营支持,1
开源软件技术专家（含微服务方向）(J15088),开源软件技术专家,其他运营支持,1
开发工程师（新疆）,软件开发工程师,软件研发与测试运维,1
实施工程师-证券期货,实施工程师-证券期货,产品与需求管理,1
2026春季银行直招/五险一金/可转正编,2026春季银行直招,其他运营支持,1
建行客户经理【早九晚六周末双休】非中介,建行客户经理非中介,客户营销与销售,1
建筑设计师（懂工艺）,建筑设计师,其他运营支持,1
座舱测试工程师（双休加班费）,座舱测试工程师,软件研发与测试运维,1
座椅工程师-电话面试,座椅工程师-电话面试,其他运营支持,1
应用运维（懂开发）,应用运维,软件研发与测试运维,1
应用运维工程师（驻场成都税务局）,应用运维工程师,软件研发与测试运维,1
应用运维岗--西藏,应用运维岗--西藏,软件研发与测试运维,1
应用运维岗 (MJ010504),应用运维,软件研发与测试运维,1
应用运维岗,应用运维,软件研发与测试运维,1
应用软件工程师 (MJ001333),应用软件工程师,软件研发与测试运维,1
应用维护工程师,应用维护工程师,软件研发与测试运维,1
应用维护岗,应用维护,其他运营支持,1
广告营销策划,广告营销策划,客户营销与销售,1
开发工程师-CD（建信金科） (MJ003336),开发工程师-cd,软件研发与测试运维,1
投资顾问，理财顾问,投资顾问，理财顾问,财富管理与投资顾问,1
投资顾问，理财经理,投资顾问，理财经理,财富管理与投资顾问,1
投资顾问（投顾产品主理人）,投资顾问,财富管理与投资顾问,1
投资顾问（佛山星辰路）,投资顾问,财富管理与投资顾问,1
投资顾问经理（佛山星辰路）,投资顾问经理,财富管理与投资顾问,1
投资顾问及投资顾问助理,投资顾问及投资顾问助理,财富管理与投资顾问,1
投资顾问助理（广州番禺）,投资顾问,财富管理与投资顾问,1
投资顾问主管,投资顾问主管,财富管理与投资顾问,1
投资顾问、理财经理,投资顾问、理财经理,财富管理与投资顾问,1
投资顾问/财富顾问/财富经理/客户理财经理,投资顾问,财富管理与投资顾问,1
投资顾问/理财经理,投资顾问/理财经理,财富管理与投资顾问,1
投资银行部项目经理（初级）(000841),投资银行部项目经理,投资研究与投行,1
投资银行承做岗,投资银行承做,投资研究与投行,1
投资监督 Y  (MJ003029),投资监督y,财富管理与投资顾问,1
总经理文秘,总经理文秘,其他运营支持,1
投资助理实习生,投资助理实习生,投资研究与投行,1
投资分析J10070,投资分析,财富管理与投资顾问,1
投资/理财顾问（株洲）,投资/理财顾问,财富管理与投资顾问,1
投行实习生,投行实习生,投资研究与投行,1
投标专员,投标专员,其他运营支持,1
技术经理（银行项目）-北京,技术经理-北京,软件研发与测试运维,1
技术经理（Java）,技术经理,其他运营支持,1
技术施工人员,技术施工人员,其他运营支持,1
技术支持工程师（拉萨）,技术支持工程师,软件研发与测试运维,1
技术支持工程师,技术支持工程师,软件研发与测试运维,1
惠州岗位全额社保21-18届金融银行经验JAVA,惠州岗位全额社保21,其他运营支持,1
总部投顾产品主理人,总部投顾产品主理人,财富管理与投资顾问,1
总裁秘书,总裁秘书,其他运营支持,1
总裁司机,总裁司机,其他运营支持,1
投资理财顾问,投资理财顾问,财富管理与投资顾问,1
客户经理(可全国分配),客户经理,客户营销与销售,1
客户经理(五险一金、双休),客户经理,客户营销与销售,1
客户经理(J15795),客户经理,客户营销与销售,1
客户经理(J15587),客户经理,客户营销与销售,1
客户经理(J15241),客户经理,客户营销与销售,1
客户经理 购买五险一金,客户经理购买,客户营销与销售,1
客户经理 【五险一金】,客户经理,客户营销与销售,1
客户经理   入职购买五险一金,客户经理入职购买,客户营销与销售,1
客户服务总监,客户服务总监,客户营销与销售,1
客户服务岗,客户服务,客户营销与销售,1
客户推广专员,客户推广专员,客户营销与销售,1
客户成功顾问,客户成功顾问,客户营销与销售,1
客户成功岗（东莞） (MJ011472),客户成功,客户营销与销售,1
客户成功岗（东莞） (MJ007940),客户成功,客户营销与销售,1
广发证券招聘私人银行理财顾问,广发证券招聘私人银行理财顾问,财富管理与投资顾问,1
客户成功,客户成功,客户营销与销售,1
客户代表-银行信托,客户代表-银行信托,客户营销与销售,1
客成岗（客户经理）,客成,其他运营支持,1
审计助理（内审实习生）(J15775),审计助理,合规审计与法务,1
审计助理实习生(J15774),审计助理实习生,合规审计与法务,1
实时数据开发工程师（Java方向）,实时数据开发工程师,数据分析与数据工程,1
实时数据开发工程师,实时数据开发工程师,数据分析与数据工程,1
实施顾问（金融行业财务方向）（需出差）,实施顾问,产品与需求管理,1
实施顾问（财务共享）,实施顾问,产品与需求管理,1
实施顾问/功能顾问,实施顾问/功能顾问,产品与需求管理,1
实施运维工程师（估值系统）,实施运维工程师,软件研发与测试运维,1
实施服务顾问,实施服务顾问,财务会计核算,1
实施工程师（海南）,实施工程师,产品与需求管理,1
实施工程师（TA资金清算）,实施工程师,产品与需求管理,1
客户成功实习生,客户成功实习生,客户营销与销售,1
广东分公司 辖区营业部财富经理、财富顾问,广东分公司辖区营业部财富经理,财富管理与投资顾问,1
平面设计/美工实习生,平面设计/美工实习生,其他运营支持,1
平台运营-（中互金-滨海新区）,平台运营,财务会计核算,1
带包理财经理,带包理财经理,财富管理与投资顾问,1
市场经理,市场经理,客户营销与销售,1
市场文案,市场文案,其他运营支持,1
市场咨询顾问,市场咨询顾问,产品与需求管理,1
市场企划专员,市场企划专员,其他运营支持,1
嵌入式软件测试工程师 (MJ001457),嵌入式软件测试工程师,软件研发与测试运维,1
嵌入式软件工程师,嵌入式软件工程师,软件研发与测试运维,1
小程序前端架构,小程序前端架构,软件研发与测试运维,1
家族信托运营助理 (MJ004330),家族信托运营助理,客户营销与销售,1
客诉组长（五险一金+双休）,客诉组长,其他运营支持,1
客诉组长（五险一金+双休+年终奖）,客诉组长,其他运营支持,1
客户经理-银行信托,客户经理-银行信托,客户营销与销售,1
客服专员,客服专员,客户营销与销售,1
客户运营总监,客户运营总监,客户营销与销售,1
客户转化管理岗,客户转化管理,客户营销与销售,1
客户维护/团队转化,客户维护/团队转化,客户营销与销售,1
客户经理，入职购买五险一金,客户经理,客户营销与销售,1
客户经理（零贷）,客户经理,客户营销与销售,1
客户经理（防城港）,客户经理,客户营销与销售,1
客户经理（国盛证券抚州崇仁营业部),客户经理,客户营销与销售,1
客户经理（周末双休/五险一金）,客户经理,客户营销与销售,1
客户经理（卡封）,客户经理,客户营销与销售,1
客户经理（互联网新媒体方向）,客户经理,客户营销与销售,1
客户经理岗,客户经理,客户营销与销售,1
客户经理、投资顾问,客户经理、投资顾问,财富管理与投资顾问,1
客户经理/总监（财富管理）,客户经理/总监,客户营销与销售,1
客服中心综合客服,客服中心综合客服,客户营销与销售,1
债券、ABS承做岗,债券、abs承做,投资研究与投行,1
信贷系统产品经理-乌鲁木齐(J10398),信贷系统产品经理,信贷与授信审批,1
信贷专员,信贷专员,信贷与授信审批,1
信贷Java（桂林上班）,信贷java,信贷与授信审批,1
信用卡驻点专员,信用卡驻点专员,其他运营支持,1
信用卡销售精英,信用卡销售精英,客户营销与销售,1
信用卡销售客户经理,信用卡销售客户经理,客户营销与销售,1
信用卡综合客户经理,信用卡综合客户经理,客户营销与销售,1
信用卡推广专员,信用卡推广专员,客户营销与销售,1
信用卡专员,信用卡专员,其他运营支持,1
信息安全工程师（集团总部）,信息安全工程师,软件研发与测试运维,1
保险配置专家,保险配置专家,财富管理与投资顾问,1
保险业务运维,保险业务运维,软件研发与测试运维,1
促销员,促销员,客户营销与销售,1
同花顺基金理财师（base杭州总部大楼）,同花顺基金理财师,财富管理与投资顾问,1
会计客服岗（双休+五险一金）,会计客服,财务会计核算,1
会计基金会计-接受新人,会计基金会计-接受新人,财务会计核算,1
企业财税合规顾问岗（电销岗）,企业财税合规顾问,合规审计与法务,1
企业网银 需求分析（银行）,企业网银需求分析,产品与需求管理,1
企业管理经理,企业管理经理,其他运营支持,1
企业应用运维工程师（工厂支持）,企业应用运维工程师,软件研发与测试运维,1
企业会计-双休 (MJ001287),企业会计,财务会计核算,1
份额登记Y (MJ003295),份额登记y,投资研究与投行,1
份额登记TA岗,份额登记ta,其他运营支持,1
份额登记TA,份额登记ta,其他运营支持,1
代账软件实施（双休-五险一金,代账软件实施,财务会计核算,1
人工智能应用工程师,人工智能应用工程师,软件研发与测试运维,1
人力资源实习生(培训方向) (MJ000211),人力资源实习生,其他运营支持,1
人力资源及行政管理实习生（南华基金）,人力资源及行政管理实习生,其他运营支持,1
会计赋能岗-北京,会计赋能岗-北京,财务会计核算,1
兼职摄影师,兼职摄影师,其他运营支持,1
其他金融职位,其他金融职位,客户营销与销售,1
兴业银行零售信用卡客户经理,兴业银行零售信用卡客户经理,客户营销与销售,1
兴业银行深圳分行收单客户经理,兴业银行深圳分行收单客户经理,客户营销与销售,1
兴业银行无贷户客户经理,兴业银行无贷户客户经理,客户营销与销售,1
兴业银行扬州分行信用卡,兴业银行扬州分行信用卡,客户营销与销售,1
兴业银行常州分行信用卡销售,兴业银行常州分行信用卡销售,客户营销与销售,1
兴业银行客户经理（营销岗、五险一金）,兴业银行客户经理,客户营销与销售,1
兴业银行宁波分行信用卡客户经理,兴业银行宁波分行信用卡客户经理,客户营销与销售,1
兴业银行大堂经理助理,兴业银行大堂经理助理,客户营销与销售,1
兴业银行信用卡销售,兴业银行信用卡销售,客户营销与销售,1
兴业银行信用卡内催专员,兴业银行信用卡内催专员,其他运营支持,1
兰州银行-java开发工程师(J14960),兰州银行,其他运营支持,1
公司食堂厨师,公司食堂厨师,其他运营支持,1
债券业务承揽岗,债券业务承揽,投资研究与投行,1
全栈开发（成都-AI),全栈开发,软件研发与测试运维,1
全栈开发工程师（渤海银行项目）(J15677),全栈开发工程师,软件研发与测试运维,1
全栈开发工程师,全栈开发工程师,软件研发与测试运维,1
全栈开发-需出差,全栈开发-需出差,软件研发与测试运维,1
全栈开发-远程笔试/面试-到岗快,全栈开发,软件研发与测试运维,1
全栈开发,全栈开发,软件研发与测试运维,1
全栈工程师（银行项目驻场开发）,全栈工程师,软件研发与测试运维,1
全栈型数据工程师,全栈型数据工程师,数据分析与数据工程,1
入职购买六险一金 银行客户经理,入职购买六险一金银行客户经理,客户营销与销售,1
入职购买五险一金  客户经理,入职购买五险一金客户经理,客户营销与销售,1
债券承揽,债券承揽,投资研究与投行,1
债券承做实习,债券承做实习,投资研究与投行,1
债券交易员,债券交易员,投资研究与投行,1
债券业务美元债承做岗,债券业务美元债承做,投资研究与投行,1
全栈开发（银行）,全栈开发,软件研发与测试运维,1
交易支持（偏运营）,交易支持,其他运营支持,1
交易助理,交易助理,其他运营支持,1
交付提效,交付提效,其他运营支持,1
交付主管,交付主管,其他运营支持,1
交互设计师（26、27届）,交互设计师,产品与需求管理,1
互金AI增长产运/用户运营实习生（27届）,互金ai增长产运,其他运营支持,1
互联网金融高级商务经理 南华基金职级可谈,互联网金融高级商务经理南华基金职级可谈,其他运营支持,1
互联网金融客户经理,互联网金融客户经理,客户营销与销售,1
互联网营销员,互联网营销员,客户营销与销售,1
互联网渠道研究员,互联网渠道研究员,投资研究与投行,1
互联网渠道分析员,互联网渠道分析员,客户营销与销售,1
互联网客户经理,互联网客户经理,客户营销与销售,1
互联网产品经理,互联网产品经理,产品与需求管理,1
云平台工程师（双休+六险一金）,云平台工程师,软件研发与测试运维,1
人事行政专员,人事行政专员,其他运营支持,1
买方分析师,买方分析师,投资研究与投行,1
主办会计（双休+入职五险一金）,主办会计,财务会计核算,1
主办会计（上市公司+入职五险一金）,主办会计,财务会计核算,1
主办会计,主办会计,财务会计核算,1
中高级软件项目经理（供应链领域）,软件项目经理,产品与需求管理,1
中高级测试-英文文档,测试-英文文档,软件研发与测试运维,1
中高级测试,测试工程师,软件研发与测试运维,1
中高级大数据开发工程师,大数据开发工程师,数据分析与数据工程,1
中高级大数据,大数据,数据分析与数据工程,1
中高级前端开发,前端开发,软件研发与测试运维,1
中高级java开发工程师（漕河泾）,java开发工程师,软件研发与测试运维,1
中高级java工程师（兰州）,java开发工程师,软件研发与测试运维,1
中高级ios开发工程师,ios开发工程师,软件研发与测试运维,1
中高级Java开发-金融项目-全额公积金-上市,java开发工程师,软件研发与测试运维,1
云平台工程师(大平台+可签HK合同深圳办公),云平台工程师,软件研发与测试运维,1
产品运营（内容方向-期货） (MJ002688),产品运营,产品与需求管理,1
产品运营,产品运营,产品与需求管理,1
产品负责人/创始人（ai应用方向）,产品负责人/创始人,其他运营支持,1
产品经理（银行项目）,产品经理,产品与需求管理,1
产品经理（金融行业软件）,产品经理,产品与需求管理,1
产品经理（服务商） (MJ000905),产品经理,产品与需求管理,1
产品经理（景区票务系统）,产品经理,产品与需求管理,1
产品经理（toc）,产品经理,产品与需求管理,1
产品经理（J15027）,产品经理,产品与需求管理,1
产品经理实习生 (MJ001376),产品经理实习生,产品与需求管理,1
产品经理_银行AI方向,产品经理_银行ai,产品与需求管理,1
产品经理PO/需求分析师,产品经理po/需求分析师,产品与需求管理,1
产品经理/需求顾问,产品经理/需求顾问,产品与需求管理,1
产品经理-金融类-全额公积金-上市公司,产品经理,产品与需求管理,1
交易运行岗（柜台）,交易运行,其他运营支持,1
产品经理-收单方向,产品经理-收单,产品与需求管理,1
产品经理-六险-全额公积金,产品经理,产品与需求管理,1
产品经理-乌鲁木齐(J10251),产品经理-乌鲁木齐,产品与需求管理,1
产品经理-BJ,产品经理-bj,产品与需求管理,1
产品经理(昇腾),产品经理,产品与需求管理,1
产品经理(外派证券项目）,产品经理,产品与需求管理,1
产品经理(J15623),产品经理,产品与需求管理,1
产品测试,产品测试,软件研发与测试运维,1
产品实施顾问（应收应付方向）,产品实施顾问,产品与需求管理,1
产品专员/经理,产品专员/经理,产品与需求管理,1
产品专员,产品专员,产品与需求管理,1
产业客户经理,产业客户经理,客户营销与销售,1
产业业务经理（广州）,产业业务经理,客户营销与销售,1
产业业务经理,产业业务经理,客户营销与销售,1
产品经理-金租,产品经理-金租,产品与需求管理,1
助总,助总,客户营销与销售,1
功能顾问（需求顾问）,功能顾问,产品与需求管理,1
功能顾问,功能顾问,财务分析与财税咨询,1
功能测试（银行-柜面/信贷）,功能测试,软件研发与测试运维,1
功能测试（泰康）,功能测试,软件研发与测试运维,1
功能测试-北京功能,功能测试-北京功能,软件研发与测试运维,1
功能测试,功能测试,软件研发与测试运维,1
功能/自动化/性能测试工程师,功能,其他运营支持,1
副总经理/总经理助理,副总经理/总经理助理,其他运营支持,1
副总经理,副总经理,风险管理,1
副总/总助,副总/总助,风险管理,1
副总,副总,其他运营支持,1
前端（Web）开发工程师,前端开发工程师,软件研发与测试运维,1
前端银行,前端银行,软件研发与测试运维,1
兼职证券经纪人,兼职证券经纪人,客户营销与销售,1
前端开发工程师（银行项目）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（银行业务）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（约面快+福利好+线上面试）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（成都）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（工作地赣州）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（哈尔滨银行）(J15021),前端开发工程师,软件研发与测试运维,1
前端开发工程师（合肥邮储）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（六险一金 上市双休）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（中高级）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（上市双休 六险一金）,前端开发工程师,软件研发与测试运维,1
前端开发工程师（VUE/AngularJs银行驻场）,前端开发工程师,软件研发与测试运维,1
前端开发工程师【农发行】,前端开发工程师,软件研发与测试运维,1
前端开发工程师-内部岗位-上市-六险一金,前端开发工程师,软件研发与测试运维,1
前端开发工程师(J11592),前端开发工程师,软件研发与测试运维,1
前端开发（银行外包）,前端开发,软件研发与测试运维,1
吉林农信-数据治理(J13866),吉林农信-数据治理,数据分析与数据工程,1
吉安分公司市场总监(000904),吉安分公司市场总监,其他运营支持,1
合规风控专员,合规风控专员,风险管理,1
合规账顾问,合规账顾问,合规审计与法务,1
合规助理,合规助理,合规审计与法务,1
司库项目实施工程师,司库项目实施工程师,产品与需求管理,1
双卡客户经理 经验不限 入职购买五险一金,双卡客户经理经验不限入职购买,客户营销与销售,1
双卡客户经理 入职购买五险一金,双卡客户经理入职购买,客户营销与销售,1
单位会计,单位会计,财务会计核算,1
华西证券股份有限公司邻水营业部,华西证券股份有限公司邻水营业部,客户营销与销售,1
华西证券投资顾问+双休+五险二金,华西证券投资顾问+双休+五险二金,财富管理与投资顾问,1
华泰证券望园南路营业部（私行顾问）,华泰证券望园南路营业部,客户营销与销售,1
华泰Java开发,华泰java开发,软件研发与测试运维,1
华南分公司客户经理(000945),华南分公司客户经理,客户营销与销售,1
助理兼职招聘,助理兼职招聘,其他运营支持,1
医疗器械销售,医疗器械销售,客户营销与销售,1
区域财富总监,区域财富总监,财富管理与投资顾问,1
区域经理（专业不限）,区域经理,其他运营支持,1
区域经理,区域经理,其他运营支持,1
区域渠道经理,区域渠道经理,客户营销与销售,1
区块链开发工程师（上市双休 六险一金）,区块链开发工程师,软件研发与测试运维,1
区块链开发工程师,区块链开发工程师,软件研发与测试运维,1
区块链工程师 上市双休 六险一金一档,区块链工程师上市双休六险一金一档,其他运营支持,1
北京中行测试,北京中行测试,软件研发与测试运维,1
北京中关村南大街营业部-客户经理,北京中关村南大街营业部,客户营销与销售,1
助理数据工程师-驻贵定(J15822),助理数据工程师-驻贵定,数据分析与数据工程,1
助理数据工程师(J15827),助理数据工程师,数据分析与数据工程,1
助理数据工程师(J15825),助理数据工程师,数据分析与数据工程,1
助理总经理,助理总经理,客户营销与销售,1
医疗项目总负责人（三高穿戴监测设备）,医疗项目总负责人,其他运营支持,1
初级Java开发-上市公司-金融项目-长期稳定,java开发工程师,软件研发与测试运维,1
初级Java【北京】,java开发工程师,软件研发与测试运维,1
初级JAVA（双休+六险一金+上市公司近地铁）,java开发工程师,软件研发与测试运维,1
初级JAVA,java开发工程师,软件研发与测试运维,1
初中高级前端开发工程师+（双休+六险一金）,初中高级前端开发工程师+,软件研发与测试运维,1
初中高级JAVA+12-18K+双休,初中高级java+12,软件研发与测试运维,1
初中高级-Java开发工程师,初中高级,其他运营支持,1
初中高java开发工程师+金融银行+大型项目,初中高java开发工程师+金融银行+大型项目,软件研发与测试运维,1
初中高iava开发工程师+金融银行+上市公司,初中高iava开发工程师+金融银行+上市公司,软件研发与测试运维,1
初中级测试 （五险一金全额）,测试工程师,软件研发与测试运维,1
初中级架构师,架构师,软件研发与测试运维,1
初中级java开发（银行项目）,java开发工程师,软件研发与测试运维,1
初中级java工程师,java开发工程师,软件研发与测试运维,1
初中级Java（上市公司，出差包住）,java开发工程师,软件研发与测试运维,1
前端开发工程师 六险一金 上市双休,前端开发工程师六险一金上市,软件研发与测试运维,1
初/中级java开发工程师,初,其他运营支持,1
初/中级-c软件开发（驻场XY，远程面试）,初/中级-c软件开发,软件研发与测试运维,1
分支机构投资顾问（海口营业部）,分支机构投资顾问,财富管理与投资顾问,1
分公司私人财富业务经理,分公司私人财富业务经理,财富管理与投资顾问,1
分公司理财顾问,分公司理财顾问,财富管理与投资顾问,1
分公司助理总经理,分公司助理总经理,客户营销与销售,1
分公司副总经理,分公司副总经理,其他运营支持,1
分公司/代表处负责人,分公司/代表处负责人,其他运营支持,1
出纳专员,出纳专员,财务会计核算,1
出海专员,出海专员,其他运营支持,1
农业技术专员,农业技术专员,其他运营支持,1
内控实习生,内控实习生,合规审计与法务,1
内容运营,内容运营,其他运营支持,1
内容编辑（夜班） (MJ001991),内容编辑,其他运营支持,1
初、中、高级ETL开发工程师/数据库工程师,初,数据分析与数据工程,1
前端开发实习生（长沙） (MJ004004),前端开发实习生,软件研发与测试运维,1
前端开发-远程笔试/面试-全额社保,前端开发,软件研发与测试运维,1
前端开发-泸州银行驻场,前端开发-泸州银行驻场,软件研发与测试运维,1
前端开发(西宁J11321),前端开发,软件研发与测试运维,1
前端工程师（驻场中信）,前端工程师,软件研发与测试运维,1
前端工程师（嘉兴）,前端工程师,软件研发与测试运维,1
前端 （中级  上海）,前端,软件研发与测试运维,1
前端 react,前端react,软件研发与测试运维,1
前后端开发工程师,前后端开发工程师,软件研发与测试运维,1
前后端全栈开发工程师,前后端全栈开发工程师,软件研发与测试运维,1
券商柜台,券商柜台,客户营销与销售,1
初级测试（六险一金上市公司双休）,测试工程师,软件研发与测试运维,1
初级测试工程师-银行金融,测试工程师-银行金融,软件研发与测试运维,1
初级测试-反馈快-全额公积金,测试工程师,软件研发与测试运维,1
初级Java（外派兴业银行）,java开发工程师,软件研发与测试运维,1
初级测试(六险一金上市公司金融项目双休）,测试工程师,软件研发与测试运维,1
初级测试,测试工程师,软件研发与测试运维,1
初级桌面运维（外派工行 学信网）,桌面运维,软件研发与测试运维,1
初级桌面运维,桌面运维,软件研发与测试运维,1
初级数据分析师,数据分析师,数据分析与数据工程,1
初级基金会计 (MJ001603),基金会计,财务会计核算,1
初级售前顾问（海外银行业务）,售前顾问,产品与需求管理,1
初级java开发（研发岗位、26应届优先）,java开发工程师,软件研发与测试运维,1
初级java开发工程师（银行）,java开发工程师,软件研发与测试运维,1
初级java开发工程师-自有大厦办公-上市公司,java开发工程师,软件研发与测试运维,1
初级java开发工程师-上市公司-福利好,java开发工程师,软件研发与测试运维,1
初级java开发-六险-全额公积金,java开发工程师,软件研发与测试运维,1
初级java开发 上市公司双休 六险一金一档,java开发上市公司双休六险一金一档,软件研发与测试运维,1
初级java,java开发工程师,软件研发与测试运维,1
初级测试-上市公司-六险一金-双休,测试工程师,软件研发与测试运维,1
